name_lower,name,smiles
copper 64-dota-tate,Copper oxodotreotide Cu-64,[64Cu++].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC(O)=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O
copper oxodotreotide cu-64,Copper oxodotreotide Cu-64,[64Cu++].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC(O)=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O
"1,3,5-trimethoxybenzene","1,3,5-Trimethoxybenzene",COC1=CC(OC)=CC(OC)=C1
"1,3,5-trimethyoxybenzene","1,3,5-Trimethoxybenzene",COC1=CC(OC)=CC(OC)=C1
sym-trimethoxybenzene,"1,3,5-Trimethoxybenzene",COC1=CC(OC)=CC(OC)=C1
phloroglucinol trimethyl ether,"1,3,5-Trimethoxybenzene",COC1=CC(OC)=CC(OC)=C1
nitens,Cetyltrimethylammonium naproxenate,COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C([O-])=O.CCCCCCCCCCCCCCCC[N+](C)(C)C
cetyl trimethylammonium naproxenate,Cetyltrimethylammonium naproxenate,COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C([O-])=O.CCCCCCCCCCCCCCCC[N+](C)(C)C
cetyltrimethylammonium naproxenate,Cetyltrimethylammonium naproxenate,COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C([O-])=O.CCCCCCCCCCCCCCCC[N+](C)(C)C
molybdate,Molybdate,[O-][Mo]([O-])(=O)=O
molybdate ion,Molybdate,[O-][Mo]([O-])(=O)=O
clonazolinum,Clonazoline,ClC1=C2C=CC=CC2=C(CC2=NCCN2)C=C1
clonazoline,Clonazoline,ClC1=C2C=CC=CC2=C(CC2=NCCN2)C=C1
clonazolina,Clonazoline,ClC1=C2C=CC=CC2=C(CC2=NCCN2)C=C1
staphylamid,Sulfamethylthiazole,CC1=CSC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
novoseptale,Sulfamethylthiazole,CC1=CSC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
toriseptin m,Sulfamethylthiazole,CC1=CSC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
ultraseptal,Sulfamethylthiazole,CC1=CSC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
n(sup 1)-(4-methyl-2-thiazolyl)sulfanilamide,Sulfamethylthiazole,CC1=CSC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
neodiseptal,Sulfamethylthiazole,CC1=CSC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
ultraseptyl,Sulfamethylthiazole,CC1=CSC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
sulfamethylthiazole,Sulfamethylthiazole,CC1=CSC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
sulfazole,Sulfamethylthiazole,CC1=CSC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
4-amino-n-(4-methyl-2-thiazolyl)benzenesulfonamide,Sulfamethylthiazole,CC1=CSC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
piroxicam cinnamate,Piroxicam cinnamate,CN1C(C(=O)NC2=CC=CC=N2)=C(OC(=O)\C=C\C2=CC=CC=C2)C2=C(C=CC=C2)S1(=O)=O
cinnoxicam,Piroxicam cinnamate,CN1C(C(=O)NC2=CC=CC=N2)=C(OC(=O)\C=C\C2=CC=CC=C2)C2=C(C=CC=C2)S1(=O)=O
piroxicam cinnamic acid ester,Piroxicam cinnamate,CN1C(C(=O)NC2=CC=CC=N2)=C(OC(=O)\C=C\C2=CC=CC=C2)C2=C(C=CC=C2)S1(=O)=O
2-methyl-4-isothiazoline-3-ketone,Methylisothiazolinone,CN1SC=CC1=O
2-methyl-4-isothiazolin-3-one,Methylisothiazolinone,CN1SC=CC1=O
2-methyl-4-isothiazoline-3-one,Methylisothiazolinone,CN1SC=CC1=O
n-methylisothiazolin-3-one,Methylisothiazolinone,CN1SC=CC1=O
2-methyl-3-isothiazolone,Methylisothiazolinone,CN1SC=CC1=O
methylisothiazolinone,Methylisothiazolinone,CN1SC=CC1=O
2-methyl-3(2h)-isothiazolone,Methylisothiazolinone,CN1SC=CC1=O
"methacetin, c-13",Methacetin methoxy-C-13,CC(=O)NC1=CC=C(O[13CH3])C=C1
p-acetanisidine c-13,Methacetin methoxy-C-13,CC(=O)NC1=CC=C(O[13CH3])C=C1
methacetin c-13,Methacetin methoxy-C-13,CC(=O)NC1=CC=C(O[13CH3])C=C1
methacetin methoxy-c-13,Methacetin methoxy-C-13,CC(=O)NC1=CC=C(O[13CH3])C=C1
chlorocarvacrol,Carvasept,CC(C)C1=C(Cl)C=C(C)C(O)=C1
carvasept,Carvasept,CC(C)C1=C(Cl)C=C(C)C(O)=C1
mcit,Carvasept,CC(C)C1=C(Cl)C=C(C)C(O)=C1
chlorcarvacrol,Carvasept,CC(C)C1=C(Cl)C=C(C)C(O)=C1
fluourine-18 fluoromethylcholine,Fluorocholine F-18,C[N+](C)(C)CC[18F]
fluorocholine(18f),Fluorocholine F-18,C[N+](C)(C)CC[18F]
fluorocholine f-18,Fluorocholine F-18,C[N+](C)(C)CC[18F]
18f-fch,Fluorocholine F-18,C[N+](C)(C)CC[18F]
(18f)fluorocholine,Fluorocholine F-18,C[N+](C)(C)CC[18F]
piperilate,Pipethanate,OC(C(=O)OCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
pipethanate,Pipethanate,OC(C(=O)OCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
pipetanato,Pipethanate,OC(C(=O)OCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
pipethanatum,Pipethanate,OC(C(=O)OCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
frecide,o-Cymen-5-ol,CC(C)C1=CC=C(O)C=C1C
o-cymen-5-ol,o-Cymen-5-ol,CC(C)C1=CC=C(O)C=C1C
4-isopropyl-3-methylphenol,o-Cymen-5-ol,CC(C)C1=CC=C(O)C=C1C
p-thymol,o-Cymen-5-ol,CC(C)C1=CC=C(O)C=C1C
o-cymen-5y-ol,o-Cymen-5-ol,CC(C)C1=CC=C(O)C=C1C
4-isopropyl-m-cresol,o-Cymen-5-ol,CC(C)C1=CC=C(O)C=C1C
biosol,o-Cymen-5-ol,CC(C)C1=CC=C(O)C=C1C
fepradinolum,Fepradinol,CC(C)(CO)NCC(O)C1=CC=CC=C1
fepradinol,Fepradinol,CC(C)(CO)NCC(O)C1=CC=CC=C1
chlormadinone acetate,Chlormadinone acetate,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(Cl)C2=CC(=O)CC[C@]12C
3-pyridinaldehyde,Nicotinaldehyde,[H]C(=O)C1=CN=CC=C1
nicotinic aldehyde,Nicotinaldehyde,[H]C(=O)C1=CN=CC=C1
nicotinaldehyde,Nicotinaldehyde,[H]C(=O)C1=CN=CC=C1
3-pyridinecarboxaldehyde,Nicotinaldehyde,[H]C(=O)C1=CN=CC=C1
3-formylpyridine,Nicotinaldehyde,[H]C(=O)C1=CN=CC=C1
ethine,Acetylene,C#C
ethyne,Acetylene,C#C
acetylene,Acetylene,C#C
aescin,Escin,[H][C@@]1(O[C@H]2[C@H](O)[C@@H](O[C@]3([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@]([H])(OC3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C4C6CC(C)(C)[C@@H](OC(=O)C(\C)=C/C)[C@H](OC(C)=O)[C@]6(CO)[C@H](O)C[C@@]54C)[C@@]3(C)CO)O[C@@H]2C(O)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[H][C@@]1(O[C@H]2[C@H](O)[C@@H](O[C@]3([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@]([H])(OC3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C4C6CC(C)(C)[C@@H](OC(=O)C(\C)=C\C)[C@H](OC(C)=O)[C@]6(CO)[C@H](O)C[C@@]54C)[C@@]3(C)CO)O[C@@H]2C(O)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
escin,Escin,[H][C@@]1(O[C@H]2[C@H](O)[C@@H](O[C@]3([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@]([H])(OC3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C4C6CC(C)(C)[C@@H](OC(=O)C(\C)=C/C)[C@H](OC(C)=O)[C@]6(CO)[C@H](O)C[C@@]54C)[C@@]3(C)CO)O[C@@H]2C(O)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[H][C@@]1(O[C@H]2[C@H](O)[C@@H](O[C@]3([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@]([H])(OC3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C4C6CC(C)(C)[C@@H](OC(=O)C(\C)=C\C)[C@H](OC(C)=O)[C@]6(CO)[C@H](O)C[C@@]54C)[C@@]3(C)CO)O[C@@H]2C(O)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
"1,3,3-trimethyl-2-((1e,3e,5e,7e,9e,11e,13e,15e,17e)-3,7,12,16-tetramethyl-18-(2,6,6-trimethyl-2-cyclohexen-1-yl)-1,3,5,7,9,11,13,15,17-octadecanonaen-1-yl)cyclohexene",alpha-Carotene,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
alpha-carotene,alpha-Carotene,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
"(all-e)-1,3,3-trimethyl-2-(3,7,12,16-tetramethyl-18-(2,6,6-trimethyl-2-cyclohexen-1-yl)-1,3,5,7,9,11,13,15,17-octadecanonaenyl)cyclohexene",alpha-Carotene,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
"(6'r)-beta,epsilon-carotene",alpha-Carotene,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
(2-amino-3-benzoylphenyl)acetic acid,Amfenac,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=CC=C1
amfenaco,Amfenac,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=CC=C1
amfenac,Amfenac,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=CC=C1
amfenacum,Amfenac,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=CC=C1
hypochlorite de calcium,Calcium hypochlorite,[Ca++].[O-]Cl.[O-]Cl
"hypochlorous acid, calcium salt",Calcium hypochlorite,[Ca++].[O-]Cl.[O-]Cl
hipoclorito calcico,Calcium hypochlorite,[Ca++].[O-]Cl.[O-]Cl
chlorinated lime,Calcium hypochlorite,[Ca++].[O-]Cl.[O-]Cl
chloride of lime,Calcium hypochlorite,[Ca++].[O-]Cl.[O-]Cl
calcium hypochlorite,Calcium hypochlorite,[Ca++].[O-]Cl.[O-]Cl
neocryptoxanthin,Cryptoxanthin,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
beta-cryptoxanthin,Cryptoxanthin,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
cryptoxanthol,Cryptoxanthin,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
cryptoxanthin,Cryptoxanthin,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
kryptoxanthin,Cryptoxanthin,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
cryptoxanthine,Cryptoxanthin,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
"camphor, monobromated",Camphor monobromide,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)[C@H]2Br
3-bromocamphor,Camphor monobromide,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)[C@H]2Br
camphor monobromide,Camphor monobromide,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)[C@H]2Br
camphor bromide,Camphor monobromide,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)[C@H]2Br
3-bromo-d-camphor,Camphor monobromide,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)[C@H]2Br
anethole,Anethole,COC1=CC=C(\C=C\C)C=C1
anise camphor,Anethole,COC1=CC=C(\C=C\C)C=C1
isoestragole,Anethole,COC1=CC=C(\C=C\C)C=C1
trans-anethole,Anethole,COC1=CC=C(\C=C\C)C=C1
(e)-anethole,Anethole,COC1=CC=C(\C=C\C)C=C1
camphene,Camphene,CC1(C)C2CCC(C2)C1=C
dl-camphene,Camphene,CC1(C)C2CCC(C2)C1=C
dl-fenchone,Fenchone,CC1(C)[C@H]2CC[C@](C)(C2)C1=O
fenchone,Fenchone,CC1(C)[C@H]2CC[C@](C)(C2)C1=O
fenchon,Fenchone,CC1(C)[C@H]2CC[C@](C)(C2)C1=O
(+/-)-fenchone,Fenchone,CC1(C)[C@H]2CC[C@](C)(C2)C1=O
diquafosol,Diquafosol,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O)N1C=CC(=O)NC1=O
dl-menthone,Menthone,CC(C)C1CCC(C)CC1=O
menthone,Menthone,CC(C)C1CCC(C)CC1=O
menthone g,Menthone,CC(C)C1CCC(C)CC1=O
alpha-tocopheryl nicotinate,Tocopheryl nicotinate,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(OC(=O)C1=CC=CN=C1)=C2C
tocopherol nicotinate,Tocopheryl nicotinate,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(OC(=O)C1=CC=CN=C1)=C2C
vitamin e nicotinate,Tocopheryl nicotinate,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(OC(=O)C1=CC=CN=C1)=C2C
vitamin e nicotinic acid ester,Tocopheryl nicotinate,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(OC(=O)C1=CC=CN=C1)=C2C
tocopheryl nicotinate,Tocopheryl nicotinate,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(OC(=O)C1=CC=CN=C1)=C2C
tocoferil nicotinate,Tocopheryl nicotinate,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(OC(=O)C1=CC=CN=C1)=C2C
potassium iodate,Potassium iodate,[K+].[O-][I](=O)=O
"iodic acid, potassium salt",Potassium iodate,[K+].[O-][I](=O)=O
molybdenum trioxide,Molybdenum trioxide,O=[Mo](=O)=O
monoammonium carbonate,Ammonium bicarbonate,[NH4+].OC([O-])=O
ammonium bicarbonate,Ammonium bicarbonate,[NH4+].OC([O-])=O
"carbonic acid, monoammonium salt",Ammonium bicarbonate,[NH4+].OC([O-])=O
ammonium hydrogen carbonate,Ammonium bicarbonate,[NH4+].OC([O-])=O
"carbonic acid, diammonium salt",Ammonium carbonate,[NH4+].[NH4+].[O-]C([O-])=O
crystal ammonia,Ammonium carbonate,[NH4+].[NH4+].[O-]C([O-])=O
ammonium carbonate,Ammonium carbonate,[NH4+].[NH4+].[O-]C([O-])=O
diammonium carbonate,Ammonium carbonate,[NH4+].[NH4+].[O-]C([O-])=O
amylester kyseliny octove,Amyl acetate,CCCCCOC(C)=O
"acetic acid, amyl ester",Amyl acetate,CCCCCOC(C)=O
n-amyl acetate,Amyl acetate,CCCCCOC(C)=O
octan amylu,Amyl acetate,CCCCCOC(C)=O
"acetic acid, pentyl ester",Amyl acetate,CCCCCOC(C)=O
pentyl acetate,Amyl acetate,CCCCCOC(C)=O
acetate d'amyle,Amyl acetate,CCCCCOC(C)=O
amylazetat,Amyl acetate,CCCCCOC(C)=O
amyl acetate,Amyl acetate,CCCCCOC(C)=O
dibismuth trioxide,Bismuth oxide,O=[Bi]O[Bi]=O
bismuth oxide,Bismuth oxide,O=[Bi]O[Bi]=O
bismuth trioxide,Bismuth oxide,O=[Bi]O[Bi]=O
bismuthous oxide,Bismuth oxide,O=[Bi]O[Bi]=O
bismuth yellow,Bismuth oxide,O=[Bi]O[Bi]=O
bismuthum oxydatum,Bismuth oxide,O=[Bi]O[Bi]=O
carbaril,Carbaryl,CNC(=O)OC1=C2C=CC=CC2=CC=C1
karbaryl,Carbaryl,CNC(=O)OC1=C2C=CC=CC2=CC=C1
carbarilum,Carbaryl,CNC(=O)OC1=C2C=CC=CC2=CC=C1
carbaryl,Carbaryl,CNC(=O)OC1=C2C=CC=CC2=CC=C1
carbarilo,Carbaryl,CNC(=O)OC1=C2C=CC=CC2=CC=C1
chamazulen,Chamazulene,CCC1=CC2=C(C)C=CC2=C(C)C=C1
dimethulene,Chamazulene,CCC1=CC2=C(C)C=CC2=C(C)C=C1
camazulene,Chamazulene,CCC1=CC2=C(C)C=CC2=C(C)C=C1
chamazulene,Chamazulene,CCC1=CC2=C(C)C=CC2=C(C)C=C1
clemizolum,Clemizole,ClC1=CC=C(CN2C(CN3CCCC3)=NC3=CC=CC=C23)C=C1
clemizole,Clemizole,ClC1=CC=C(CN2C(CN3CCCC3)=NC3=CC=CC=C23)C=C1
clemizolo,Clemizole,ClC1=CC=C(CN2C(CN3CCCC3)=NC3=CC=CC=C23)C=C1
clemizol,Clemizole,ClC1=CC=C(CN2C(CN3CCCC3)=NC3=CC=CC=C23)C=C1
cloxiquinum,Cloxyquin,OC1=CC=C(Cl)C2=CC=CN=C12
cloxyquin,Cloxyquin,OC1=CC=C(Cl)C2=CC=CN=C12
5-chloro-8-hydroxyquinoline,Cloxyquin,OC1=CC=C(Cl)C2=CC=CN=C12
cloxiquina,Cloxyquin,OC1=CC=C(Cl)C2=CC=CN=C12
cloxiquine,Cloxyquin,OC1=CC=C(Cl)C2=CC=CN=C12
ferric glyceryl phosphate,Ferric glycerophosphate,[Fe++].[Fe++].OCC(O)COP([O-])([O-])=O.OCCC(CCO)OP([O-])([O-])=O
iron(3+) glycerophosphate,Ferric glycerophosphate,[Fe++].[Fe++].OCC(O)COP([O-])([O-])=O.OCCC(CCO)OP([O-])([O-])=O
ferric glycerophosphate,Ferric glycerophosphate,[Fe++].[Fe++].OCC(O)COP([O-])([O-])=O.OCCC(CCO)OP([O-])([O-])=O
halethazole,Haletazole,CCN(CC)CCOC1=CC=C(C=C1)C1=NC2=CC(Cl)=CC=C2S1
haletazole,Haletazole,CCN(CC)CCOC1=CC=C(C=C1)C1=NC2=CC(Cl)=CC=C2S1
hesperidin methyl chalcone,Hesperidin methylchalcone,COC1=CC=C(\C=C\C(=O)C2=C(OC)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O)C=C1O
hesperidin methylchalcone,Hesperidin methylchalcone,COC1=CC=C(\C=C\C(=O)C2=C(OC)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O)C=C1O
menadione bisulfite,Menadione bisulfite,CC1(CC(=O)C2=C(C=CC=C2)C1=O)S(O)(=O)=O
pirenoxine,Pirenoxine,OC(=O)C1=NC2=C(C(O)=C1)C1=NC3=CC=CC=C3OC1=CC2=O
pirenoxina,Pirenoxine,OC(=O)C1=NC2=C(C(O)=C1)C1=NC3=CC=CC=C3OC1=CC2=O
pirenoxinum,Pirenoxine,OC(=O)C1=NC2=C(C(O)=C1)C1=NC3=CC=CC=C3OC1=CC2=O
pitofenona,Pitofenone,COC(=O)C1=CC=CC=C1C(=O)C1=CC=C(OCCN2CCCCC2)C=C1
pitofenone,Pitofenone,COC(=O)C1=CC=CC=C1C(=O)C1=CC=C(OCCN2CCCCC2)C=C1
pitofenonum,Pitofenone,COC(=O)C1=CC=CC=C1C(=O)C1=CC=C(OCCN2CCCCC2)C=C1
potassium glycerophosphate,Potassium glycerophosphate,[K+].[K+].OCC(O)COP([O-])([O-])=O
potassium glycerophosphate anhydrous,Potassium glycerophosphate,[K+].[K+].OCC(O)COP([O-])([O-])=O
hydrosarpan,Raubasine,[H][C@]12CN3CCC4=C(NC5=CC=CC=C45)[C@]3([H])C[C@]1([H])C(=CO[C@H]2C)C(=O)OC
circolene,Raubasine,[H][C@]12CN3CCC4=C(NC5=CC=CC=C45)[C@]3([H])C[C@]1([H])C(=CO[C@H]2C)C(=O)OC
delta-yohimbine,Raubasine,[H][C@]12CN3CCC4=C(NC5=CC=CC=C45)[C@]3([H])C[C@]1([H])C(=CO[C@H]2C)C(=O)OC
raubasine,Raubasine,[H][C@]12CN3CCC4=C(NC5=CC=CC=C45)[C@]3([H])C[C@]1([H])C(=CO[C@H]2C)C(=O)OC
ajmalicin,Raubasine,[H][C@]12CN3CCC4=C(NC5=CC=CC=C45)[C@]3([H])C[C@]1([H])C(=CO[C@H]2C)C(=O)OC
sodium camphorsulfonate,Sodium camphorsulfonate,[Na+].[H][C@]12CC[C@@](CS([O-])(=O)=O)(C(=O)C1)C2(C)C
sodium camsylate,Sodium camphorsulfonate,[Na+].[H][C@]12CC[C@@](CS([O-])(=O)=O)(C(=O)C1)C2(C)C
"sodium 5,12-dihydroazapentacene disulfonate",Azapentacene,[Na+].[Na+].[O-]S(=O)(=O)C1=CC=C2NC3=CC4=NC5=CC(=CC=C5NC4=CC3=NC2=C1)S([O-])(=O)=O
sodium dihydroazapentacene polysulfonate,Azapentacene,[Na+].[Na+].[O-]S(=O)(=O)C1=CC=C2NC3=CC4=NC5=CC(=CC=C5NC4=CC3=NC2=C1)S([O-])(=O)=O
azapentacene,Azapentacene,[Na+].[Na+].[O-]S(=O)(=O)C1=CC=C2NC3=CC4=NC5=CC(=CC=C5NC4=CC3=NC2=C1)S([O-])(=O)=O
quinax,Azapentacene,[Na+].[Na+].[O-]S(=O)(=O)C1=CC=C2NC3=CC4=NC5=CC(=CC=C5NC4=CC3=NC2=C1)S([O-])(=O)=O
chile saltpeter,Sodium nitrate,[Na+].[O-][N+]([O-])=O
sodium nitrate,Sodium nitrate,[Na+].[O-][N+]([O-])=O
soda niter,Sodium nitrate,[Na+].[O-][N+]([O-])=O
cubic niter,Sodium nitrate,[Na+].[O-][N+]([O-])=O
octadecan-1-ol,Stearyl alcohol,CCCCCCCCCCCCCCCCCCO
stearyl alcohol,Stearyl alcohol,CCCCCCCCCCCCCCCCCCO
1-octadecanol,Stearyl alcohol,CCCCCCCCCCCCCCCCCCO
octadecyl alcohol,Stearyl alcohol,CCCCCCCCCCCCCCCCCCO
stricnina,Strychnine,[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=CC=CC=C7[C@@]1(CCN2C4)[C@]6([H])[C@@]35[H]
strychnidin-10-one,Strychnine,[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=CC=CC=C7[C@@]1(CCN2C4)[C@]6([H])[C@@]35[H]
strychnine,Strychnine,[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=CC=CC=C7[C@@]1(CCN2C4)[C@]6([H])[C@@]35[H]
strychnin,Strychnine,[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=CC=CC=C7[C@@]1(CCN2C4)[C@]6([H])[C@@]35[H]
teprenona,Teprenone,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CCC(C)=O
teprenonum,Teprenone,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CCC(C)=O
geranylgeranylacetone,Teprenone,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CCC(C)=O
teprenone,Teprenone,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CCC(C)=O
terpineol,Terpineol,CC1=CCC(CC1)C(C)(C)O
terpineol acetate,Terpinyl acetate,CC(=O)OC(C)(C)C1CCC(C)=CC1
terpinyl acetate,Terpinyl acetate,CC(=O)OC(C)(C)C1CCC(C)=CC1
vitamin b1 disulfide,Thiamine disulfide,C\C(N(CC1=C(N)N=C(C)N=C1)C=O)=C(/CCO)SS\C(CCO)=C(\C)N(CC1=C(N)N=C(C)N=C1)C=O
thiamine disulfide,Thiamine disulfide,C\C(N(CC1=C(N)N=C(C)N=C1)C=O)=C(/CCO)SS\C(CCO)=C(\C)N(CC1=C(N)N=C(C)N=C1)C=O
tripamide,Tripamide,[H][C@@]12CN(C[C@]1([H])[C@@H]1CC[C@H]2C1)NC(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O
dichloroisocyanuric acid,Troclosene,ClN1C(=O)NC(=O)N(Cl)C1=O
dichlorocyanuric acid,Troclosene,ClN1C(=O)NC(=O)N(Cl)C1=O
troclosene,Troclosene,ClN1C(=O)NC(=O)N(Cl)C1=O
kyselina dichlorisokyanurova,Troclosene,ClN1C(=O)NC(=O)N(Cl)C1=O
diiodozinc,Zinc iodide,I[Zn]I
zinc diiodide,Zinc iodide,I[Zn]I
zinc iodide,Zinc iodide,I[Zn]I
calcium fluoride,Calcium fluoride,F[Ca]F
fluorspar,Calcium fluoride,F[Ca]F
thioctamide,Thioctamide,NC(=O)CCCCC1CCSS1
thioctic acid amide,Thioctamide,NC(=O)CCCCC1CCSS1
lipoamide,Thioctamide,NC(=O)CCCCC1CCSS1
dynasore,Dynasore,OC1=CC=C(\C=N\NC(=O)C2=CC3=C(C=CC=C3)C=C2O)C=C1O
dynamin inhibitor i,Dynasore,OC1=CC=C(\C=N\NC(=O)C2=CC3=C(C=CC=C3)C=C2O)C=C1O
